Station_ID,DateTime,PM2.5,PM10,NO₂,SO₂,CO,O₃,Temp_C,Humidity_%,Wind_Speed_mps,Wind_Direction_deg,Pressure_hPa,Rain_mm,AQI_Target
1,2020-01-01 00:00:00,86.39721341330961,111.81497233194084,26.599648557738156,3.87508774726649,0.5707926788516403,42.903767512582256,31.491409280140203,45.70498779975577,3.1140256472584804,166.14825393189844,1012.6419640593386,1.0,59.7592547764927
1,2020-01-01 01:00:00,73.31167933888386,110.91939116737196,18.585412345685945,11.820056245528384,0.5621209718505572,15.12766132253757,24.19196482480918,41.544654719818624,3.4800935350701048,282.1580600462097,1011.7794468877717,0.0,45.25699563765523
1,2020-01-01 02:00:00,61.35981815162333,47.06331732099377,20.60521459816189,16.531416749093168,0.4661048749821713,32.7522128875783,30.71938312257319,73.84922726832414,4.949459798958101,109.45089808127986,1004.1184837153836,0.0,43.41191603277589
1,2020-01-01 03:00:00,54.0816315796623,122.98132164547354,14.682654202034888,14.453442023775754,0.6070253339855474,18.910033067890765,18.24315021716072,42.08644259286011,1.834146591766076,229.7960063250576,1009.1542441212832,0.0,35.22761866401977
1,2020-01-01 04:00:00,43.22117495839396,102.25995850116504,41.5154626919224,17.49566968412014,0.5371187976892807,39.582884297050015,33.94977683443912,42.3939211523242,1.9875929128403031,159.5013704389516,1021.1000936721164,0.0,41.98180314618371
1,2020-01-01 05:00:00,57.58076379226555,123.73876497347588,25.06510436800896,12.861455787202535,0.7876443995311464,26.45062548567718,24.40303506792812,67.30161463931408,2.677778922929881,25.12823566126641,1010.2703840992348,0.0,41.6000383036709
1,2020-01-01 06:00:00,75.00573820161895,107.976958413389,11.63991633364542,8.443350731656132,0.6186159745078893,24.65686997723825,30.18685988793897,63.99676192314293,2.6690725294551867,8.98783996322058,1007.9964534625848,0.0,45.92621799635075
1,2020-01-01 07:00:00,20.135623531787708,28.48955035312651,30.896095466920272,11.067648305957576,0.6877324412702169,31.34472842062913,28.07283701686757,79.53535060428183,2.944619372401412,28.28081913254177,1015.2045467515304,0.0,25.605586090095763
1,2020-01-01 08:00:00,63.884057243124914,64.9146635553811,21.20153071088091,10.710285234560148,0.6328636663802023,28.935811199970114,20.05907644912897,74.54614319631071,3.334228406599549,180.56725197046143,1018.2184524762612,1.0,44.08965007482075
1,2020-01-01 09:00:00,39.739409807797,134.76053608083166,27.478329768740235,10.773492695301826,0.5491887603642296,26.82030433565138,30.441333670254235,49.67839066012112,4.12543185915878,338.6783878882204,1017.0376322876918,0.0,33.477264701650846
1,2020-01-01 10:00:00,52.91876906265821,64.08406302380872,4.847940116445855,4.994344510063093,0.7459822985765748,33.153418589006534,29.46826782653044,37.31630547013758,2.104184379897336,60.52252622374651,1016.8363640314104,0.0,34.54445028406417
1,2020-01-01 11:00:00,57.76795338314197,66.8694774490425,28.33679059945397,10.08218151555086,0.7086593328164581,17.820763732348873,24.756417156674505,81.35651512098664,1.1457199455645184,351.1343797727115,1004.9844399198,0.0,40.94916661787695
1,2020-01-01 12:00:00,63.98594619984128,98.60189517251374,20.1115015725723,8.8862684694446,0.7066451123111284,38.49635001759867,21.653891673551204,70.46479280941925,4.012016000005723,109.30461773178249,1009.4205396931944,0.0,45.72569357521207
1,2020-01-01 13:00:00,56.78525117376272,121.07541914602857,24.592441501533788,10.756927919623712,0.4007316635652391,39.83117632976548,21.271707144173227,57.43255273592551,3.129914862046294,357.0382371525298,999.8028425084004,0.0,43.73659330329459
1,2020-01-01 14:00:00,63.47922299371416,58.827793008246566,25.16549398909113,8.591777569152255,1.0211669650696975,26.068788108000938,36.21325686441672,73.80428436775063,1.6985410292702716,287.89844890273906,1011.6540546262988,0.0,44.50301731518461
