Timestamp,Hour of Day,Day of Week,Is Weekend,Is Holiday,Season,Week of Year,Month,Historical Electricity Load,Peak Load Indicator,Load Sector Type,Transformer Load Level,Voltage Level,Current Level,Power Factor,Region ID,Demand Response Signal (Binary),Grid Frequency (Hz),Solar PV Output,Wind Power Output (kW),Solar Panel Temperature (°C),Wind Speed (m/s),Wind Direction (degrees),Inverter Efficiency (%),Battery State of Charge (SOC) (%),Battery Discharge Rate (kW/h),Renewable Forecast Error,Curtailment Event Flag,Temperature (°C),Humidity (%),Solar Irradiance (W/m²),Cloud Cover (%),Rainfall (mm),Snowfall (mm),Visibility (km),Weather Condition,Atmospheric Pressure (hPa),Dew Point (°C),Smart Meter Reading per Building (kW),Building Type (Encoded),Building Occupancy Rate (%),Public Transit Operational Load (kW),EV Charging Station Load (kW),EV Charging Session Count,Traffic Congestion Index,Human Mobility Score,Region Urban Density Index,Construction or Maintenance Activity Flag,Time Since Last Peak (hours),Time Until Next Predicted Peak (hours),Region/Zone ID,Latitude,Longitude,Altitude (m),Distance to Nearest Substation (km),Area Type,Electricity Load,Renewable Energy Load,Net Load,Curtailment Risk / Surplus Flag
2021-01-01 00:00:00,0,4,0,0,1,53,1,192.97664589528995,0,Industrial,62.317061231330015,224.87221869465856,0.858161346099058,0.7205898338772001,R1,0,49.97117113214502,26.711357275873787,89.95593573560895,38.65686006788562,9.210551464960076,320.76687754385176,90.17471668573782,46.85454001115373,15.895622764483766,1.5613147884557947,0,27.75168990522964,26.75272826542885,298.5484928022644,66.80865647606696,0.0,0.0,13.044266231537128,cloudy,1016.7299888933773,24.650709686991902,0.9706051294664172,0,97.94275001538944,9.060357069293788,6.409194949933246,1,88.82398598682228,63.53557531689506,35.747451952266445,0,10.039662155421262,4.196234361298964,ZoneA,35.00984180463772,-105.51861709741044,225.15438659550423,0.5992922592900517,Suburban,209.5781655216392,116.66729301148274,92.91087251015648,0
2021-01-01 00:30:00,0,4,0,0,2,53,1,709.4172921729792,0,Residential,92.56790162782544,233.0704643620997,3.04378889926964,0.9324486373933558,R1,0,49.9323627721298,9.158357258724124,31.444883173049103,47.23132784397553,0.1931314443467118,298.83043115777764,92.68888682229807,34.29766542210903,2.4258421066950047,-7.721824140263514,1,36.734599229437336,5.300440476141191,18.78103354418363,41.47838317711936,0.0,0.0,10.119275420292348,sunny,1016.8000757074444,35.58674131913045,5.110605236071259,1,87.02251522594955,5.317388788116876,4.710541663679662,2,53.54221453613093,60.183994331089934,49.96358038041532,0,1.0661227801224564,7.411648147399346,ZoneB,37.06713586855105,-120.63475504760044,556.3051132746762,6.022214903534005,Urban,711.3294363913105,40.60324043177323,670.7261959595373,0
2021-01-01 01:00:00,1,4,0,0,2,53,1,441.32376195073215,0,Commercial,60.737648543741926,235.09812160996336,1.8771896556575,0.8334381391911827,R3,0,49.91459273508836,28.97280421144844,16.262761317933926,42.56117089466324,2.7198058160005707,338.61591910374267,91.64676455827896,28.056109279062685,2.8361804741770085,19.499594281514256,0,9.081234951248655,39.86976457898592,73.67987098386756,58.02943636842547,0.0,0.0,7.439478449688945,sunny,1026.0643237265112,8.523224274524422,0.1087512567558012,0,58.72527354840514,4.195129131687203,10.279706974759122,1,76.86393038107913,59.71572149762396,23.22403610554921,0,3.476413094943084,2.0072913810221187,ZoneB,39.95276384149578,-114.19838645675893,432.50056139366177,0.3114983506817249,Suburban,434.571941347145,45.23556552938236,389.3363758177626,0
2021-01-01 01:30:00,1,4,0,0,1,53,1,110.06105309120348,0,Residential,60.99385323418507,224.63257133951535,0.4899603491821958,0.6358010318828226,R1,0,49.73610497452926,50.747398325673,165.38562677631987,32.24127397247919,0.0931336486750494,238.2325273549302,88.54296696630817,73.20145000506498,7.1822700706069496,-31.02273838005182,0,8.856864664268429,24.7102359460259,110.3490766032446,61.01634279875662,0.0,0.0,15.0,cloudy,1012.320186644628,7.151669825050973,0.2647602348845734,0,77.14776849144685,25.09323247380308,6.270417553437062,2,90.7196559788861,51.8026986281203,38.341419968730925,0,6.084340514271417,7.722008714160493,ZoneA,44.17976468157031,-78.5048946787999,12.658897059225838,2.689434865204511,Urban,119.91343024106784,216.13302510199287,-96.21959486092504,1
2021-01-01 02:00:00,2,4,0,0,2,53,1,741.1307170014301,0,Residential,71.96547253518304,232.1217748160565,3.192853051329349,0.6798045917205642,R1,0,50.36065564172886,12.410062353755324,308.19915648046026,45.32920206400561,7.813270272257354,2.285124635246065,90.615411562763,66.11660841263478,0.8385845679083451,8.56238737528201,0,13.78226120372088,12.330477028212176,605.3632640955171,26.74875170044572,0.0,0.0,10.87735573524628,cloudy,1018.6864349983166,10.255275492328437,0.775192172910339,1,98.29993766019668,39.60141131415731,26.05543711566764,5,50.75732157633514,60.74745384278499,28.073839405962094,0,7.606315583743121,4.256407470772169,ZoneA,29.23279945232708,-74.47289099371953,477.1917822277606,6.3825298932746914,Rural,747.7466182003815,320.6092188342156,427.1373993661659,0
2021-01-01 02:30:00,2,4,0,0,2,53,1,998.4140586859768,1,Residential,100.0,227.45105857819544,4.389577542206654,0.5918601981597484,R3,0,50.14435845815873,70.27234246227961,123.98141603773487,35.584641645468416,18.511149252009464,49.16582372308445,93.14369512192349,6.999951747330657,9.198453250468132,2.0681069910224714,0,27.874032270314988,39.36892189648143,38.74451616374825,63.01156242506901,0.0,0.0,9.280845008069903,rainy,1016.8525114425564,26.454176266906604,2.151313205987039,2,91.71822985687427,27.14312726778016,12.243120304382554,1,73.91442434013061,32.323838333226504,67.66247836439749,0,6.948159049610836,11.027124194294052,ZoneA,25.69285435032444,-87.43090489747283,120.3432544165141,4.7476902417842926,Urban,994.3877521259086,194.2537585000145,800.1339936258942,0
2021-01-01 03:00:00,3,4,0,0,2,53,1,796.1475981810199,0,Residential,47.19079125534961,231.9634748912726,3.432211034751033,0.8856732952420079,R1,0,50.23149756049277,14.415362609312629,35.95606858495478,26.5341818636956,20.517340986727884,119.94583442372384,90.38110593272285,41.58436120819906,4.096970123321494,19.856633365232973,0,24.890056456683997,8.729795509091133,289.3122874408897,40.32783846076892,0.4162744007572233,0.0,11.058928130983883,sunny,1010.6816329718428,23.326307654687056,0.3604517704797512,1,87.37401400561029,0.0197664012748416,4.875902909150128,3,59.39891775089917,58.11802478164828,58.32368849909667,0,3.865130652203303,1.2480166869031248,ZoneA,41.29762517641618,-108.09514286015666,201.89724691838592,0.3210917286319818,Urban,800.3485793597972,50.3714311942674,749.9771481655298,0
2021-01-01 03:30:00,3,4,0,0,3,53,1,447.1588688771913,0,Residential,38.93146492842881,228.8585332128255,1.9538658340581028,0.831435838317283,R1,0,50.3688829701412,47.66030788578445,7.685903547534699,48.60997712166112,5.313076493896451,99.92880918246676,94.37439071990435,13.828192791229588,60.04500767741505,5.115843906741358,0,12.972487155892653,12.203597305329987,702.9799899193284,34.48297415002707,0.0,0.0,11.707881647101155,sunny,1009.8454201726312,11.203540309237232,2.455927957761758,1,75.00430813324537,4.15538746632055,37.33888821014545,1,65.1879973230894,100.0,19.672955214277906,0,12.416704593981756,2.584086040633945,ZoneA,25.093628778413965,-66.9993067472645,23.556314591512685,0.8973839147205303,Urban,428.7436225490613,55.34621143331915,373.3974111157422,0
2021-01-01 04:00:00,4,4,0,1,1,53,1,385.39808436640806,0,Residential,28.90746272136375,232.10239488624336,1.6604657808692456,0.9162507873212936,R1,0,49.71095369288587,72.16459960674212,147.16698352326068,49.1236225613724,2.439756463776844,31.96690299436051,89.14071663566959,20.77611343274168,6.903832168299157,7.36181853460117,0,37.53119549057267,26.372052320022416,256.85377183502345,27.859427677555114,0.0,0.0,6.372149679644345,cloudy,1013.1102092547692,33.00691961228423,0.1236174612335569,0,93.68116496456008,13.473739443220095,12.557450977104786,2,77.74833747965556,69.05111468083153,82.56605722848236,0,0.9920193323199272,3.0630350357251728,ZoneC,39.068587199307736,-122.65989071434682,81.88152973320643,1.2901653992996784,Suburban,393.8048882635164,219.3315831300028,174.47330513351363,0
2021-01-01 04:30:00,4,4,0,0,2,53,1,719.7339231495198,0,Residential,63.26458723411035,225.1448732476877,3.1967591034494567,0.8206251381177325,R2,0,49.83157389915376,4.9129359397588575,30.792425301917326,24.325598639586712,2.074947971818622,44.94305016272304,93.63429313566849,16.742309887991535,9.80407832889617,18.96923233423747,0,17.963253268236585,39.92354876385109,411.2540948171888,64.39566983955119,0.0,0.0,8.411394689715602,sunny,1017.2122325794068,17.371086032849455,2.29659476414084,0,58.12634887981002,45.593984443316,3.275348457135374,1,78.65706320768652,20.83838080244835,34.71262548386248,0,2.400626329034844,0.5655843429467476,ZoneA,43.49689715011298,-80.16108968050145,397.3279633354576,4.175480816498674,Urban,718.0324297619002,35.70536124167619,682.327068520224,0
